postal_code,status,region_mm,region_en,township_mm,township_en,locality_mm,locality_en,inferred_locality_type,matched_township_id,matched_local_admin_area_id,name_evidence,match_method,duplicate_extra_source_rows,source_row_count_en,source_row_count_my,reason
1130203,missing_local_area,ရန်ကုန်တိုင်းဒေသကြီး,Yangon Region,ကျောက်တန်း မြို့နယ်,Kyauktan Township,ဝဲကြီး ကျေးရွာအုပ်စု,Wea Gyi Village Tract,village_tract,5144,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1130204,missing_local_area,ရန်ကုန်တိုင်းဒေသကြီး,Yangon Region,ကျောက်တန်း မြို့နယ်,Kyauktan Township,ရွာသစ်ကြီး ကျေးရွာအုပ်စု,Ywar Thit Gyi Village Tract,village_tract,5144,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1130205,missing_local_area,ရန်ကုန်တိုင်းဒေသကြီး,Yangon Region,ကျောက်တန်း မြို့နယ်,Kyauktan Township,ကြံပင် ကျေးရွာအုပ်စု,Kyan Pin Village Tract,village_tract,5144,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1130206,missing_local_area,ရန်ကုန်တိုင်းဒေသကြီး,Yangon Region,ကျောက်တန်း မြို့နယ်,Kyauktan Township,သောင်ကြီး ကျေးရွာအုပ်စု,Thaung Gyi Village Tract,village_tract,5144,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1130207,missing_local_area,ရန်ကုန်တိုင်းဒေသကြီး,Yangon Region,ကျောက်တန်း မြို့နယ်,Kyauktan Township,ကရင်ချောင် ကျေးရွာအုပ်စု,Kayin Chaung Village Tract,village_tract,5144,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1130208,missing_local_area,ရန်ကုန်တိုင်းဒေသကြီး,Yangon Region,ကျောက်တန်း မြို့နယ်,Kyauktan Township,ဇွဲကနာ ကျေးရွာအုပ်စု,Zwe Ka Nar Village Tract,village_tract,5144,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1130209,missing_local_area,ရန်ကုန်တိုင်းဒေသကြီး,Yangon Region,ကျောက်တန်း မြို့နယ်,Kyauktan Township,အစဲ ကျေးရွာအုပ်စု,Ah Se Village Tract,village_tract,5144,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1130210,missing_local_area,ရန်ကုန်တိုင်းဒေသကြီး,Yangon Region,ကျောက်တန်း မြို့နယ်,Kyauktan Township,မင်္ဂလွန်း ကျေးရွာအုပ်စု,Min Ga Lun Village Tract,village_tract,5144,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1130211,missing_local_area,ရန်ကုန်တိုင်းဒေသကြီး,Yangon Region,ကျောက်တန်း မြို့နယ်,Kyauktan Township,နရွဲချောင် ကျေးရွာအုပ်စု,Na Ywe Chaung Village Tract,village_tract,5144,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1130212,missing_local_area,ရန်ကုန်တိုင်းဒေသကြီး,Yangon Region,ကျောက်တန်း မြို့နယ်,Kyauktan Township,စစ်တပင် ကျေးရွာအုပ်စု,Sit Ta Pin Village Tract,village_tract,5144,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1130213,missing_local_area,ရန်ကုန်တိုင်းဒေသကြီး,Yangon Region,ကျောက်တန်း မြို့နယ်,Kyauktan Township,မြကိုင်း ကျေးရွာအုပ်စု,Mya Kaing Village Tract,village_tract,5144,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1130214,missing_local_area,ရန်ကုန်တိုင်းဒေသကြီး,Yangon Region,ကျောက်တန်း မြို့နယ်,Kyauktan Township,ဘိုးဘ ကျေးရွာအုပ်စု,Boe Ba Village Tract,village_tract,5144,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1130215,missing_local_area,ရန်ကုန်တိုင်းဒေသကြီး,Yangon Region,ကျောက်တန်း မြို့နယ်,Kyauktan Township,သနပ္ပင်ချင်း ကျေးရွာအုပ်စု,Tha Nat Pin Chin Village Tract,village_tract,5144,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1130216,missing_local_area,ရန်ကုန်တိုင်းဒေသကြီး,Yangon Region,ကျောက်တန်း မြို့နယ်,Kyauktan Township,ဘော်ဂလွတ် ကျေးရွာအုပ်စု,Baw Ga Lut Village Tract,village_tract,5144,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1130217,missing_local_area,ရန်ကုန်တိုင်းဒေသကြီး,Yangon Region,ကျောက်တန်း မြို့နယ်,Kyauktan Township,ချောင်းဝ ကျေးရွာအုပ်စု,Chaung Wa Village Tract,village_tract,5144,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1130218,missing_local_area,ရန်ကုန်တိုင်းဒေသကြီး,Yangon Region,ကျောက်တန်း မြို့နယ်,Kyauktan Township,ကွနှီး ကျေးရွာအုပ်စု,Kwa Hnee Village Tract,village_tract,5144,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1130219,missing_local_area,ရန်ကုန်တိုင်းဒေသကြီး,Yangon Region,ကျောက်တန်း မြို့နယ်,Kyauktan Township,ဇွဲဘာကုန်းတန်း ကျေးရွာအုပ်စု,Zwe Bar Kone Tan Village Tract,village_tract,5144,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1130220,missing_local_area,ရန်ကုန်တိုင်းဒေသကြီး,Yangon Region,ကျောက်တန်း မြို့နယ်,Kyauktan Township,ညောင်ဝိုင်း ကျေးရွာအုပ်စု,Nyaung Waing Village Tract,village_tract,5144,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1130221,missing_local_area,ရန်ကုန်တိုင်းဒေသကြီး,Yangon Region,ကျောက်တန်း မြို့နယ်,Kyauktan Township,ရေကျော် ကျေးရွာအုပ်စု,Yae Kyaw Village Tract,village_tract,5144,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1130222,missing_local_area,ရန်ကုန်တိုင်းဒေသကြီး,Yangon Region,ကျောက်တန်း မြို့နယ်,Kyauktan Township,ကြာကန် ကျေးရွာအုပ်စု,Kyar Kan Village Tract,village_tract,5144,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1130223,missing_local_area,ရန်ကုန်တိုင်းဒေသကြီး,Yangon Region,ကျောက်တန်း မြို့နယ်,Kyauktan Township,ပါဒကြီး ကျေးရွာအုပ်စု,Par Da Gyi Village Tract,village_tract,5144,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1130224,missing_local_area,ရန်ကုန်တိုင်းဒေသကြီး,Yangon Region,ကျောက်တန်း မြို့နယ်,Kyauktan Township,ဥယျာဉ် ကျေးရွာအုပ်စု,U Yin Village Tract,village_tract,5144,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1130225,missing_local_area,ရန်ကုန်တိုင်းဒေသကြီး,Yangon Region,ကျောက်တန်း မြို့နယ်,Kyauktan Township,ရွှေပျောက် ကျေးရွာအုပ်စု,Shwe Pyauk Village Tract,village_tract,5144,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1130226,missing_local_area,ရန်ကုန်တိုင်းဒေသကြီး,Yangon Region,ကျောက်တန်း မြို့နယ်,Kyauktan Township,ပန်းတော ကျေးရွာအုပ်စု,Pan Taw Village Tract,village_tract,5144,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
1130227,missing_local_area,ရန်ကုန်တိုင်းဒေသကြီး,Yangon Region,ကျောက်တန်း မြို့နယ်,Kyauktan Township,ရွာသစ်ကလေး ကျေးရွာအုပ်စု,Ywar Thit Ka Lay Village Tract,village_tract,5144,,exact_my+en,exact_pending_create,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
